Departamento,Sistema_Productivo,Año,Área_cosechada_(ha),Producción_(t)
Cauca,papa china,2018.0,80.66666666666667,643.3333333333334
Cauca,papaya,2018.0,8.25,101.0
Cauca,patilla,2018.0,28.0,138.33333333333334
Cauca,pepa de pan,2018.0,4.0,2.0
Cauca,pepino cohombro,2018.0,7.0,84.66666666666667
Cauca,pimenton,2018.0,5.5,128.0
Cauca,pitahaya,2018.0,12.333333333333334,143.66666666666666
Cauca,piña,2018.0,115.5,7298.8
Cauca,plantas aromaticas,2018.0,7.666666666666667,19.333333333333332
Cauca,platano,2018.0,643.969696969697,3215.030303030303
Cauca,quinua,2018.0,112.0,144.2
Cauca,repollo,2018.0,9.0,19.666666666666668
Cauca,sabila,2018.0,8.4,41.6
Cauca,sacha inchi,2018.0,11.0,17.333333333333332
Cauca,tabaco negro,2018.0,3.0,2.0
Cauca,tangelo mineola,2018.0,110.0,2200.0
Cauca,tomate,2018.0,5.923076923076923,120.3076923076923
Cauca,tomate de arbol,2018.0,34.42857142857143,213.85714285714286
Cauca,tomate invernadero,2018.0,16.0,1645.7857142857142
Cauca,trigo,2018.0,11.666666666666666,13.833333333333334
Cauca,uchuva,2018.0,52.0,416.0
Cauca,ulluco,2018.0,58.5,1081.0
Cauca,uva,2018.0,24.0,360.0
Cauca,yuca,2018.0,204.3939393939394,2222.3939393939395
Cauca,yuca industrial,2018.0,433.75,6269.625
Cauca,zanahoria,2018.0,6.666666666666667,34.666666666666664
Cesar,aguacate,2018.0,126.29411764705883,830.5294117647059
Cesar,ahuyama,2018.0,79.57142857142857,1969.5
Cesar,aji,2018.0,38.8,433.6
Cesar,arracacha,2018.0,15.0,23.0
Cesar,arroz riego,2018.0,374.3157894736842,2219.0
Cesar,arroz secano manual,2018.0,251.0,1383.0
Cesar,arroz secano mecanizado,2018.0,179.5,1351.5
Cesar,arveja,2018.0,15.0,7.0
Cesar,banano,2018.0,5.0,25.0
Cesar,cacao,2018.0,290.7894736842105,149.21052631578948
Cesar,cafe,2018.0,1258.6842105263158,786.5263157894736
Cesar,caña panelera,2018.0,460.625,2676.375
Cesar,cebolla de bulbo,2018.0,44.0,621.75
Cesar,cebolla de rama,2018.0,151.0,2292.5
Cesar,cilantro,2018.0,46.333333333333336,335.0
Cesar,citricos,2018.0,161.0,1478.4166666666667
Cesar,eucalipto baby blue,2018.0,53.0,371.0
Cesar,frijol,2018.0,151.9090909090909,108.72727272727273
Cesar,guanabana,2018.0,20.0,120.0
Cesar,habichuela,2018.0,31.0,31.0
Cesar,limon,2018.0,24.5,197.0
Cesar,lulo,2018.0,51.142857142857146,449.85714285714283
Cesar,maiz forrajero,2018.0,128.66666666666666,459.3333333333333
Cesar,maiz tecnificado,2018.0,336.0,1103.2
Cesar,maiz tradicional,2018.0,607.72,783.76
Cesar,malanga,2018.0,134.5,1172.625
Cesar,mango,2018.0,100.5,742.8571428571429
Cesar,maracuya,2018.0,112.0,883.6666666666666
Cesar,melon,2018.0,102.42857142857143,1100.4285714285713
Cesar,mora,2018.0,19.25,138.75
Cesar,naranja jaffa,2018.0,83.0,853.0
Cesar,palma de aceite,2018.0,3893.3809523809523,11879.714285714286
Cesar,papaya,2018.0,29.333333333333332,977.0
Cesar,patilla,2018.0,93.18181818181819,1209.1818181818182
Cesar,pimenton,2018.0,45.25,177.25
Cesar,piña,2018.0,21.0,1457.0
Cesar,platano,2018.0,156.28571428571428,1099.7619047619048
Cesar,tomate,2018.0,47.55555555555556,577.5555555555555
Cesar,tomate de arbol,2018.0,63.333333333333336,505.3333333333333
Cesar,yuca,2018.0,265.2083333333333,2333.4583333333335
Cesar,zanahoria,2018.0,21.0,21.0
Cesar,ñame,2018.0,155.0,1534.6666666666667
Choco,achin,2018.0,72.17647058823529,643.5294117647059
Choco,achiote (bija),2018.0,68.83333333333333,108.0
Choco,achira,2018.0,7.0,37.0
Choco,aguacate,2018.0,79.2,817.2
Choco,aji,2018.0,25.0,175.0
Choco,ajonjoli,2018.0,30.0,42.0
Choco,araza,2018.0,8.0,80.0
Choco,arroz secano manual,2018.0,627.5416666666666,1246.5
Choco,arroz secano mecanizado,2018.0,116.0,635.5
Choco,badea,2018.0,3.0,10.5
Choco,bananito,2018.0,161.0,740.6666666666666
Choco,banano,2018.0,165.8,832.1333333333333
Choco,banano manzano,2018.0,235.0,1175.0
Choco,borojo,2018.0,55.583333333333336,245.54166666666666
Choco,cacao,2018.0,195.54166666666666,80.45833333333333
Choco,cachaco,2018.0,6.0,42.0
Choco,cafe,2018.0,140.0,181.0
Choco,caña miel,2018.0,77.66666666666667,390.6666666666667
Choco,caña panelera,2018.0,147.58823529411765,443.29411764705884
Choco,cebolla de rama,2018.0,30.0,450.0
Choco,chontaduro,2018.0,46.36363636363637,405.45454545454544
Choco,cilantro,2018.0,7.0,56.0
Choco,coco,2018.0,100.45454545454545,855.2727272727273
Choco,frijol,2018.0,7.0,18.0
Choco,guanabana,2018.0,3.0,4.0
Choco,guayaba,2018.0,3.0,5.0
Choco,habichuela,2018.0,1.0,5.0
Choco,jengibre,2018.0,1.0,18.0
Choco,limon,2018.0,4.0,27.666666666666668
Choco,limon pajarito,2018.0,15.333333333333334,84.5
Choco,lulo,2018.0,15.666666666666666,68.66666666666667
Choco,maiz tecnificado,2018.0,250.0,400.0
Choco,maiz tradicional,2018.0,320.41379310344826,338.6896551724138
Choco,maracuya,2018.0,10.0,150.0
Choco,mora,2018.0,6.0,55.0
Choco,palma de aceite,2018.0,400.0,800.0
Choco,papa,2018.0,2.0,16.0
Choco,papa china,2018.0,70.0,1120.0
Choco,pepino cohombro,2018.0,2.0,12.0
Choco,piña,2018.0,26.571428571428573,328.6190476190476
Choco,plantas aromaticas,2018.0,44.0,220.0
Choco,plantas medicinales,2018.0,13.0,65.0
Choco,platano,2018.0,848.8333333333334,9562.0
Choco,tomate,2018.0,3.0,42.0
Choco,yuca,2018.0,310.13793103448273,3013.5172413793102
Choco,zapote,2018.0,2.0,6.0
Choco,ñame,2018.0,53.73684210526316,411.2105263157895
Choco,ñame diamante,2018.0,130.0,780.0
Cordoba,aguacate,2018.0,7.0,21.0
Cordoba,ahuyama,2018.0,105.0,635.0
Cordoba,aji,2018.0,15.6,121.2
Cordoba,aji dulce,2018.0,8.333333333333334,128.66666666666666
Cordoba,aji tabasco,2018.0,24.333333333333332,174.66666666666666
Cordoba,ajonjoli,2018.0,15.0,11.0
Cordoba,arroz riego,2018.0,355.6666666666667,1814.3333333333333
Cordoba,arroz secano manual,2018.0,682.5217391304348,1294.4347826086957
Cordoba,arroz secano mecanizado,2018.0,384.0,1569.6363636363637
Cordoba,batata,2018.0,32.5,475.75
Cordoba,berenjena,2018.0,32.0,218.0
Cordoba,cacao,2018.0,298.3333333333333,194.88888888888889
Cordoba,caucho,2018.0,741.6666666666666,736.0
Cordoba,caña flecha,2018.0,170.0,580.0
Cordoba,caña panelera,2018.0,163.6,1118.0
Cordoba,coco,2018.0,234.66666666666666,1336.8333333333333
Cordoba,frijol,2018.0,15.5,11.5
Cordoba,frijol arbustivo,2018.0,20.0,13.0
Cordoba,guanabana,2018.0,5.5,13.5
Cordoba,guandul,2018.0,6.0,3.0
Cordoba,guayaba,2018.0,76.66666666666667,2068.0
Cordoba,habichuela,2018.0,5.0,19.0
Cordoba,hortalizas varias,2018.0,25.0,240.5
Cordoba,limon,2018.0,7.0,30.25
Cordoba,maiz tecnificado,2018.0,1316.8666666666666,5388.6
Cordoba,maiz tradicional,2018.0,846.8571428571429,1350.75
Cordoba,mango,2018.0,203.0,3641.1428571428573
Cordoba,maracuya,2018.0,34.57142857142857,604.0
Cordoba,marañon,2018.0,140.0,137.5
Cordoba,melon,2018.0,10.0,158.0
Cordoba,naranja,2018.0,62.166666666666664,1310.1666666666667
Cordoba,nispero,2018.0,5.0,25.0
Cordoba,palma de aceite,2018.0,395.2,1492.0
Cordoba,papaya,2018.0,238.0,13232.5
Cordoba,patilla,2018.0,85.66666666666667,1240.4166666666667
Cordoba,pepino cohombro,2018.0,21.5,178.0
Cordoba,piña,2018.0,13.454545454545455,867.0909090909091
Cordoba,platano,2018.0,982.24,11643.92
Cordoba,tomate,2018.0,1.0,12.0
Cordoba,yuca,2018.0,679.0333333333333,7639.6
Cordoba,yuca industrial,2018.0,508.3333333333333,8094.666666666667
Cordoba,ñame,2018.0,395.7142857142857,4738.464285714285
Cordoba,ñame diamante,2018.0,202.5,2820.0
Cordoba,ñame espino,2018.0,232.5,2775.0
Cundinamarca,acelga,2018.0,7.4,129.4
Cundinamarca,agraz,2018.0,1.0,2.0
Cundinamarca,aguacate,2018.0,35.093023255813954,236.41860465116278
Cundinamarca,ahuyama,2018.0,26.7,217.6
Cundinamarca,ajo,2018.0,10.0,125.33333333333333
Cundinamarca,albahaca,2018.0,20.0,122.0
Cundinamarca,algodon,2018.0,390.0,1153.0
Cundinamarca,anon,2018.0,58.5,231.0
Cundinamarca,anturio,2018.0,30.0,208.5
Cundinamarca,apio,2018.0,57.5,1232.5
Cundinamarca,arandano,2018.0,4.666666666666667,34.833333333333336
Cundinamarca,arracacha,2018.0,25.476190476190474,247.66666666666666
Cundinamarca,arroz riego,2018.0,262.6666666666667,1340.6666666666667
Cundinamarca,arveja,2018.0,48.186440677966104,85.45762711864407
Cundinamarca,astromelia,2018.0,6.5,25.5
Cundinamarca,avena,2018.0,508.0,921.0
Cundinamarca,banano,2018.0,225.68421052631578,2104.5789473684213
Cundinamarca,brevo,2018.0,2.0,12.0
Cundinamarca,brocoli,2018.0,21.428571428571427,481.2857142857143
Cundinamarca,cacao,2018.0,196.9,120.23333333333333
Cundinamarca,cafe,2018.0,421.5507246376812,472.18840579710144
Cundinamarca,calabacin,2018.0,10.0,100.0
Cundinamarca,calabaza,2018.0,62.333333333333336,1375.6666666666667
Cundinamarca,caucho,2018.0,36.44444444444444,37.666666666666664
Cundinamarca,caña panelera,2018.0,809.62,4217.8
Cundinamarca,cebada,2018.0,32.0,144.5
Cundinamarca,cebolla de bulbo,2018.0,79.35,1788.2
Cundinamarca,cebolla de rama,2018.0,11.666666666666666,112.33333333333333
Cundinamarca,chachafruto,2018.0,4.0,15.0
Cundinamarca,champiñon,2018.0,1.0,4.0
Cundinamarca,chirimoya,2018.0,27.0,418.0
Cundinamarca,cilantro,2018.0,49.0,829.7857142857143
Cundinamarca,ciruela,2018.0,5.5,34.0
Cundinamarca,citricos,2018.0,89.58333333333333,571.9166666666666
Cundinamarca,clavel,2018.0,63.5,1549.5
Cundinamarca,cocculus,2018.0,80.0,400.0
Cundinamarca,coliflor,2018.0,9.166666666666666,197.33333333333334
Cundinamarca,curuba,2018.0,12.4,187.8
Cundinamarca,durazno,2018.0,12.142857142857142,144.07142857142858
Cundinamarca,espinaca,2018.0,33.0,655.0
Cundinamarca,eucalipto baby blue,2018.0,12.0,35.0
Cundinamarca,feijoa,2018.0,6.75,44.75
Cundinamarca,fitosporum,2018.0,7.5,7.5
Cundinamarca,flor de safari,2018.0,2.0,2.0
Cundinamarca,flores y follajes,2018.0,123.2,909.2
Cundinamarca,frambuesa,2018.0,2.0,24.0
Cundinamarca,fresa,2018.0,38.61538461538461,2112.230769230769
Cundinamarca,frijol,2018.0,50.09803921568628,98.52941176470588
Cundinamarca,frutales varios,2018.0,28.0,168.0
Cundinamarca,girasol,2018.0,150.0,1848.0
Cundinamarca,gladiolo,2018.0,150.0,834.0
Cundinamarca,granadilla,2018.0,46.63636363636363,528.8181818181819
Cundinamarca,guanabana,2018.0,11.2,49.1
Cundinamarca,guatila,2018.0,18.0,540.0
Cundinamarca,guayaba,2018.0,65.6,367.2
Cundinamarca,gulupa,2018.0,16.3,253.6
Cundinamarca,haba,2018.0,26.0,180.0
Cundinamarca,habichuela,2018.0,79.52380952380952,828.4761904761905
Cundinamarca,helecho cuero,2018.0,16.0,157.5
Cundinamarca,heliconia,2018.0,12.5,75.0
Cundinamarca,hortalizas varias,2018.0,65.3076923076923,1026.0
Cundinamarca,lechuga,2018.0,94.0,1809.6153846153845
Cundinamarca,lima,2018.0,53.0,1025.5
Cundinamarca,limon,2018.0,81.9375,632.625
Cundinamarca,limonaria,2018.0,26.0,101.0
Cundinamarca,limonium,2018.0,19.0,19.0
Cundinamarca,lulo,2018.0,12.285714285714286,109.07142857142857
Cundinamarca,maiz forrajero,2018.0,133.5,3926.6666666666665
Cundinamarca,maiz tecnificado,2018.0,210.1,1110.2
Cundinamarca,maiz tradicional,2018.0,109.67058823529412,199.41176470588235
Cundinamarca,mandarina,2018.0,111.86666666666666,812.0666666666667
Cundinamarca,mango,2018.0,380.2608695652174,4256.565217391304
Cundinamarca,manzana,2018.0,1.0,2.0
Cundinamarca,maracuya,2018.0,21.0,221.75
Cundinamarca,melon,2018.0,2.0,1.0
Cundinamarca,menta,2018.0,6.0,54.0
Cundinamarca,mora,2018.0,91.88571428571429,971.7142857142857
Cundinamarca,nabo,2018.0,5.0,80.0
Cundinamarca,naranja,2018.0,179.57142857142858,1286.5357142857142
Cundinamarca,palma de aceite,2018.0,1798.0,6409.333333333333
Cundinamarca,palma robelina,2018.0,6.0,6.0
Cundinamarca,papa,2018.0,685.290909090909,17148.545454545456
Cundinamarca,papa criolla,2018.0,88.02857142857142,1578.3428571428572
Cundinamarca,papaya,2018.0,35.666666666666664,1018.3333333333334
Cundinamarca,papayuela,2018.0,15.0,330.0
Cundinamarca,patilla,2018.0,1.0,7.0
Cundinamarca,pepino cohombro,2018.0,14.8,196.8
Cundinamarca,pepino guiso,2018.0,23.428571428571427,259.57142857142856
Cundinamarca,perejil,2018.0,7.0,84.0
Cundinamarca,pimenton,2018.0,44.5,1477.5
Cundinamarca,pitahaya,2018.0,27.0,270.0
Cundinamarca,piña,2018.0,54.5,1933.25
Cundinamarca,plantas aromaticas,2018.0,21.25,122.5
Cundinamarca,platano,2018.0,215.140350877193,1455.298245614035
Cundinamarca,protea,2018.0,25.0,25.0
Cundinamarca,quinua,2018.0,28.0,201.0
Cundinamarca,rabano,2018.0,5.0,110.0
Cundinamarca,remolacha,2018.0,9.333333333333334,293.3333333333333
Cundinamarca,repollo,2018.0,90.0,2550.0
Cundinamarca,romero,2018.0,5.0,10.0
Cundinamarca,rosa,2018.0,93.5,2796.0
Cundinamarca,ruda,2018.0,11.0,88.0
Cundinamarca,ruscus,2018.0,43.333333333333336,431.6666666666667
Cundinamarca,sabila,2018.0,11.666666666666666,256.44444444444446
Cundinamarca,sagu,2018.0,49.888888888888886,122.33333333333333
Cundinamarca,sorgo,2018.0,31.5,88.5
Cundinamarca,statice,2018.0,4.0,4.0
Cundinamarca,tomate,2018.0,18.724137931034484,363.6551724137931
Cundinamarca,tomate de arbol,2018.0,96.37931034482759,1374.3103448275863
Cundinamarca,tomate invernadero,2018.0,26.375,2162.625
Cundinamarca,tomillo,2018.0,76.0,456.0
Cundinamarca,trigo,2018.0,11.0,114.0
Cundinamarca,uchuva,2018.0,33.07142857142857,367.7857142857143
Cundinamarca,yuca,2018.0,50.301886792452834,647.8490566037735
Cundinamarca,zanahoria,2018.0,62.0,1805.5555555555557
Cundinamarca,zucchini,2018.0,8.666666666666666,75.0
Cundinamarca,ñame,2018.0,10.0,50.0
Guainia,aji,2018.0,9.0,9.0
Guainia,cacao,2018.0,100.0,43.5
Guainia,caucho,2018.0,10.0,15.0
Guainia,citricos,2018.0,4.0,30.0
Guainia,maiz tradicional,2018.0,22.5,22.5
Guainia,piña,2018.0,44.75,758.75
Guainia,platano,2018.0,124.5,768.75
Guainia,yuca,2018.0,305.4,3054.0
Guainia,yuca industrial,2018.0,100.0,1000.0
Guaviare,arroz secano manual,2018.0,725.0,2175.0
Guaviare,arroz secano mecanizado,2018.0,557.0,2496.0
Guaviare,cacao,2018.0,283.5,142.0
Guaviare,caucho,2018.0,172.0,292.5
Guaviare,caña panelera,2018.0,324.25,1945.5
Guaviare,chontaduro,2018.0,402.5,3220.0
Guaviare,maiz tradicional,2018.0,1350.0,2025.0
Guaviare,patilla,2018.0,50.0,1500.0
Guaviare,piña,2018.0,91.0,3185.0
Guaviare,platano,2018.0,1173.75,14085.0
Guaviare,yuca,2018.0,387.5,5037.5
Huila,achira,2018.0,7.428571428571429,14.857142857142858
Huila,aguacate,2018.0,56.68571428571428,631.2571428571429
Huila,ahuyama,2018.0,17.294117647058822,253.58823529411765
Huila,algodon,2018.0,49.666666666666664,142.16666666666666
Huila,arracacha,2018.0,16.964285714285715,138.5
Huila,arroz riego,2018.0,954.1176470588235,6822.235294117647
Huila,arveja,2018.0,21.275862068965516,39.03448275862069
Huila,badea,2018.0,6.625,100.125
Huila,banano,2018.0,111.03703703703704,800.074074074074
Huila,cacao,2018.0,207.05714285714285,134.8
Huila,cafe,2018.0,3485.7714285714287,3890.3142857142857
Huila,caña panelera,2018.0,227.63888888888889,1637.5277777777778
Huila,cebolla de bulbo,2018.0,4.5,43.625
Huila,cebolla de rama,2018.0,13.714285714285714,128.42857142857142
Huila,cholupa,2018.0,17.066666666666666,122.33333333333333
Huila,citricos,2018.0,41.416666666666664,388.6388888888889
Huila,curuba,2018.0,8.75,54.833333333333336
Huila,durazno,2018.0,40.46153846153846,309.84615384615387
Huila,frijol,2018.0,295.54285714285714,317.1714285714286
Huila,granadilla,2018.0,47.4,676.4857142857143
Huila,guanabana,2018.0,16.724137931034484,194.68965517241378
Huila,guayaba,2018.0,20.692307692307693,108.23076923076923
Huila,guayaba manzana,2018.0,13.818181818181818,90.27272727272727
Huila,gulupa,2018.0,5.3,31.5
Huila,habichuela,2018.0,16.863636363636363,100.86363636363636
Huila,hortalizas varias,2018.0,20.685714285714287,93.37142857142857
Huila,lulo,2018.0,57.371428571428574,409.77142857142854
Huila,maiz tecnificado,2018.0,158.02777777777777,658.5833333333334
Huila,maiz tradicional,2018.0,185.6,284.6
Huila,mango,2018.0,12.45,145.35
Huila,maracuya,2018.0,56.96153846153846,884.8846153846154
Huila,melon,2018.0,28.7,528.9
Huila,mora,2018.0,42.516129032258064,269.80645161290323
Huila,papa,2018.0,4.666666666666667,25.833333333333332
Huila,papaya,2018.0,12.576923076923077,192.19230769230768
Huila,patilla,2018.0,8.555555555555555,136.77777777777777
Huila,pepino cohombro,2018.0,10.333333333333334,115.0
Huila,pimenton,2018.0,8.071428571428571,56.357142857142854
Huila,pitahaya,2018.0,29.692307692307693,381.15384615384613
Huila,piña,2018.0,20.5,325.9642857142857
Huila,platano,2018.0,651.4594594594595,2559.2702702702704
Huila,sorgo,2018.0,20.833333333333332,92.83333333333333
Huila,tabaco rubio,2018.0,60.0,152.66666666666666
Huila,tomate,2018.0,19.2,296.62857142857143
Huila,tomate de arbol,2018.0,19.774193548387096,128.1290322580645
Huila,uva,2018.0,27.714285714285715,323.64285714285717
Huila,yuca,2018.0,94.77777777777777,687.25
La guajira,achiote (bija),2018.0,40.0,40.0
La guajira,aguacate,2018.0,51.7,243.9
La guajira,ahuyama,2018.0,67.23076923076923,350.2307692307692
La guajira,aji,2018.0,24.1,132.8
La guajira,arracacha,2018.0,9.0,67.0
La guajira,arroz riego,2018.0,254.4,1505.2
La guajira,banano exportacion,2018.0,1431.0,58770.0
La guajira,cacao,2018.0,50.125,29.5
La guajira,cafe,2018.0,481.1,299.1
La guajira,caña panelera,2018.0,26.0,156.0
La guajira,coco,2018.0,264.5,1587.0
La guajira,fique,2018.0,51.8,218.2
La guajira,frijol,2018.0,139.76923076923077,125.0
La guajira,limon,2018.0,8.4,38.1
La guajira,lulo,2018.0,27.666666666666668,159.66666666666666
La guajira,maiz tradicional,2018.0,492.0,1041.4166666666667
La guajira,malanga,2018.0,89.27272727272727,725.3636363636364
La guajira,mango,2018.0,30.0,152.88888888888889
La guajira,maracuya,2018.0,4.0,24.0
La guajira,melon,2018.0,34.888888888888886,299.0
La guajira,naranja,2018.0,19.77777777777778,96.55555555555556
La guajira,palma de aceite,2018.0,290.85714285714283,1097.857142857143
La guajira,papaya,2018.0,17.5,285.0
La guajira,patilla,2018.0,80.25,686.25
La guajira,platano,2018.0,187.27272727272728,1003.9090909090909
La guajira,tomate,2018.0,15.3,164.5
La guajira,tomate de arbol,2018.0,43.666666666666664,255.0
La guajira,yuca,2018.0,257.9230769230769,3261.769230769231
La guajira,ñame,2018.0,123.25,1495.0
Magdalena,ahuyama,2018.0,95.0,707.75
Magdalena,aji,2018.0,65.07692307692308,363.53846153846155
Magdalena,ajonjoli,2018.0,160.0,155.0
Magdalena,arroz riego,2018.0,326.2,1754.6
Magdalena,arroz secano manual,2018.0,45.0,259.0
Magdalena,banano exportacion,2018.0,2098.1666666666665,67682.66666666667
Magdalena,batata,2018.0,40.0,240.0
Magdalena,berenjena,2018.0,90.0,1260.0
Magdalena,cacao,2018.0,369.8,180.4
Magdalena,cafe,2018.0,4353.5,2706.5
Magdalena,cilantro,2018.0,50.2,256.6
Magdalena,citricos,2018.0,318.0,5246.0
Magdalena,coco,2018.0,188.2,970.6
Magdalena,col,2018.0,9.0,10.0
Magdalena,frijol,2018.0,65.45833333333333,36.125
Magdalena,guayaba,2018.0,11.5,37.0
Magdalena,lulo,2018.0,91.66666666666667,376.6666666666667
Magdalena,maiz tradicional,2018.0,751.7666666666667,857.7333333333333
Magdalena,mango,2018.0,309.4,3387.6
Magdalena,maracuya,2018.0,89.4,535.4
Magdalena,melon,2018.0,45.0,243.5
Magdalena,naranja,2018.0,138.875,2270.875
Magdalena,palma de aceite,2018.0,3216.076923076923,10584.307692307691
Magdalena,papaya,2018.0,131.66666666666666,1949.5
Magdalena,patilla,2018.0,51.07142857142857,314.07142857142856
Magdalena,platano,2018.0,413.0,2202.285714285714
Magdalena,tomate,2018.0,42.111111111111114,473.44444444444446
Magdalena,tomate de arbol,2018.0,80.0,480.0
Magdalena,yuca,2018.0,835.0,6363.571428571428
Magdalena,ñame,2018.0,100.0,768.5
Meta,aguacate,2018.0,108.0,1214.7692307692307
Meta,ahuyama,2018.0,113.16666666666667,1471.3333333333333
Meta,araza,2018.0,2.0,2.0
Meta,arroz riego,2018.0,1087.6666666666667,5680.222222222223
Meta,arroz secano manual,2018.0,101.0,153.0
Meta,arroz secano mecanizado,2018.0,2348.5555555555557,12265.666666666666
Meta,arveja,2018.0,45.0,71.0
